Country,Innings Player,Country Image,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Sri Lanka,UC Hathurusingha,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,189,400,,56,3,,21,0,,,,,,,,,,,,,,,,,,,,
Sri Lanka,UDU Chandana,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,46,,50,29,186,395,107,13,231,122,315,132,,1,,,,,,,,,,,,
Sri Lanka,UNK Fernando,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,UWMBCA Welegedara,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,
Sri Lanka,VB John,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,35,9,29,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,WCA Ganegama,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,7,,,,,,,,,,,,,
Sri Lanka,WIA Fernando,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,443
Sri Lanka,WPUJC Vaas,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,47,72,191,43,69,232,210,215,253,149,105,110,168,63,91,,,,,,,,,,,
Sri Lanka,WS Jayantha,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,
Sri Lanka,WU Tharanga,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,1062,628,138,523,707,826,752,287,111,68,214,1011,304,15
Sri Lanka,Y Goonasekera,https://www.graphicmaps.com/r/w1047/images/flags/lk-flag.jpg,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,A Martin,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
West Indies,AB Barath,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,180,83,,,,,,,
West Indies,AC Cummins,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,38,32,115,200,74,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,ACL Richards,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
West Indies,AD Russell,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,259,65,57,268,,,13,36
West Indies,ADS Fletcher,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,140,58,,,,,9,89,,,
West Indies,AE Greenidge,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,AFG Griffith,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,,4,45,,,,,,,,,,,,,,,,,,,
West Indies,AH Gray,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,7,13,23,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,AI Kallicharran,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,79,,234,,24,41,182,264,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,AL Logie,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,6,248,500,161,512,499,287,27,289,122,158,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,AME Roberts,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,27,7,,3,48,38,21,21,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,AR Nurse,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,232,129,134
West Indies,AS Joseph,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72,30,
West Indies,BA Parchment,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,82,,,,,,,,,,,
West Indies,BC Lara,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,11,263,794,1349,479,806,692,755,386,631,359,732,292,888,484,381,660,386,,,,,,,,,,,,
West Indies,BD Julien,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,0,,57,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,BP Nash,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,16,,,,,,,,,,
West Indies,BP Patterson,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,4,18,,,19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,BS Browne,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,C Hemraj,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,
West Indies,CA Best,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,10,23,49,121,197,5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,CA Walsh,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,7,2,39,28,53,,37,0,37,37,12,34,5,1,11,18,,,,,,,,,,,,,,,,,,,
West Indies,CAK Walton,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,17,,,36,,
West Indies,CB Lambert,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,48,84,,,,,,,236,,,,,,,,,,,,,,,,,,,,,
West Indies,CD Collymore,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,10,17,17,12,1,9,22,,,,,,,,,,,,
West Indies,CE Cuffy,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,20,,1,4,,,,28,9,,,,,,,,,,,,,,,,,
West Indies,CEH Croft,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,5,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,CEL Ambrose,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,42,82,1,103,94,39,10,21,64,67,17,84,15,,,,,,,,,,,,,,,,,,,
West Indies,CEL Stuart,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
West Indies,CG Greenidge,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,129,98,8,,429,469,148,292,749,223,367,330,446,782,399,156,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,CH Gayle,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,273,722,1097,981,722,508,1217,611,632,553,456,202,345,311,67,411,,199,307,681
West Indies,CH Lloyd,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,31,,159,126,45,,143,96,240,249,184,336,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,CL Hooper,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,159,489,110,158,379,293,589,513,414,224,635,281,368,,534,516,99,,,,,,,,,,,,,,,,
West Indies,CL King,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,22,0,,170,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,CM Tuckett,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,CO Browne,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,53,102,17,,,15,,,,35,193,,,,,,,,,,,,,,
West Indies,CR Brathwaite,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,60,157,42,53,220
West Indies,CS Baugh,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3,,118,,37,,,195,64,,,,,,,
West Indies,D Bishoo,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,80,65,9
West Indies,D Brown,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,
West Indies,D Ganga,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,610,80,,,,152,,,,,,,,,,,,,
West Indies,D Mohammed,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
West Indies,D Ramdin,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,173,173,83,184,159,168,38,50,516,253,276,,,
West Indies,D Ramnarine,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
West Indies,D Williams,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,6,,10,23,55,25,,,,28,,,,,,,,,,,,,,,,,,,,,,
West Indies,DA Murray,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,1,,,,,2,,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,DBL Powell,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,60,39,5,,,,,,,,,,
West Indies,DC Thomas,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,41,120,48,,,,,,
West Indies,DE Bernard,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,116,18,,,,,,,,,
West Indies,DJ Bravo,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,213,427,348,203,220,204,195,255,388,415,,,,,
West Indies,DJG Sammy,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,136,197,157,212,343,398,126,284,,,,
West Indies,DK Butler,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,
West Indies,DL Haynes,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,148,298,171,294,131,520,813,1232,416,562,746,1007,283,440,645,674,268,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,DL Murray,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,11,,113,28,11,51,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,DM Bravo,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,179,637,217,788,310,112,312,,56,188
West Indies,DM Richards,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,157,,,,,,,,,
West Indies,DP Hyatt,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,
West Indies,DR Parry,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,5,4,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,DR Smith,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,212,217,100,,,134,,177,,236,222,,,,
West Indies,DS Smith,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,93,,,273,110,169,,333,,45,,,,,,
West Indies,E Lewis,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,512,274,236
West Indies,EA Moseley,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,EAE Baptiste,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,5,106,8,,14,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,EH Mattis,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,FA Allen,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,58
West Indies,FA Rose,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,56,27,,134,,,,,,,,,,,,,,,,,,,
West Indies,FH Edwards,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,14,2,30,23,,,,,,,,,,
West Indies,FL Reifer,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,22,,,,,,,,,,86,,,,,,,,,,
West Indies,GC Tonge,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,
West Indies,GS Sobers,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,HA Gomes,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,7,,36,56,100,343,205,430,83,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,HAG Anthony,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,HR Bryan,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,
West Indies,IDR Bradshaw,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,95,92,42,,,,,,,,,,,,
West Indies,IR Bishop,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,2,47,24,75,34,41,,35,81,66,,,,,,,,,,,,,,,,,,,,,,
West Indies,IT Shillingford,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,IVA Richards,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,112,216,20,9,526,328,156,383,730,695,1231,333,890,321,492,59,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,J Blackwood,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
West Indies,J Charles,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,686,31,146,268,,,
West Indies,J Garner,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,13,25,32,6,6,42,30,42,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,JC Adams,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,17,258,214,203,213,133,,638,352,176,,,,,,,,,,,,,,,,,,
West Indies,JD Campbell,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248
West Indies,JE Taylor,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,44,84,45,6,,,,11,40,21,2,,
West Indies,JJC Lawson,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,11,,,,,,,,,,,,,,
West Indies,JL Carter,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,104,208,,57
West Indies,JN Mohammed,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,523,22,
West Indies,JO Holder,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,41,263,236,410,405,334
West Indies,JR Murray,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,29,64,6,114,118,226,7,114,,,,,,,,,,,,,,,,,,,,
West Indies,KA Edwards,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,178,,,,,
West Indies,KA Hope,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,
West Indies,KA Pollard,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,123,391,528,481,322,173,,247,,,
West Indies,KAJ Roach,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,106,18,72,,0,,,60,32
West Indies,KC Brathwaite,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,61,,
West Indies,KCB Jeremy,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,,,,,,,,,,,,,,,
West Indies,KCG Benjamin,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,22,29,3,,11,,,,,,,,,,,,,,,,,,,,,,,
West Indies,KD Boyce,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,7,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,KF Semple,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,
West Indies,KLT Arthurton,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,27,203,0,170,297,461,318,174,2,,119,133,,,,,,,,,,,,,,,,,,,,
West Indies,KMA Paul,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,
West Indies,KOA Powell,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,47,104,463,153,,,125,108,
West Indies,KOK Williams,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
West Indies,LG Rowe,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,5,59,,,65,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,LMP Simmons,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,35,,122,60,792,52,371,262,173,,,,
West Indies,LR Gibbs,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,LR Johnson,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,19,,,,
West Indies,LR Williams,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,1,,41,62,,,,,,,,,,,,,,,,,,
West Indies,LS Baker,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,
West Indies,LV Garrick,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,
West Indies,M Dillon,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,61,73,12,5,44,15,12,,,,,,,,,,,,,,
West Indies,MA Holding,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,19,,,2,13,11,21,38,94,19,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,MA Small,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,MD Marshall,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,18,45,37,47,134,79,89,52,104,167,39,120,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,MI Black,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
West Indies,ML Cummins,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
West Indies,MLC Foster,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Indies,MN Samuels,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,664,404,325,,36,263,630,172,,,460,482,447,303,601,374,61,365,
West Indies,MR Pydanna,https://images-na.ssl-images-amazon.com/images/I/31fpyu8vgML._SX466_.jpg,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
